1276600627	20251121	202511	2025	2025.8795	IRL	IRELAND	IRL																		0	010	010	01	1	0.0	2	1	2	1.71821305841925	4	Ballyconnell, Sligo, Ireland	EI	EI25	18304	54.3631	-8.65167	-1500482	0								4	Ballyconnell, Sligo, Ireland	EI	EI25	18304	54.3631	-8.65167	-1500482	20251128103000	https://fermanaghherald.com/2025/11/fermanagh-business-agrees-major-partnership/
1276600628	20251121	202511	2025	2025.8795	RUS	RUSSIA	RUS								GBR	UNITED KINGDOM	GBR								0	040	040	04	1	1.0	4	1	4	-3.03030303030303	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20251128103000	https://www.dailyrecord.co.uk/news/politics/former-ukip-leader-scotland-denies-36321320
1276600629	20251127	202511	2025	2025.8959	GOV	PRESIDENT						GOV													1	020	020	02	1	3.0	5	1	5	-2.34741784037558	4	Kherson, Khersons'ka Oblast', Ukraine	UP	UP08	28557	46.6558	32.6178	-1041356	0								4	Kherson, Khersons'ka Oblast', Ukraine	UP	UP08	28557	46.6558	32.6178	-1041356	20251128103000	https://en.apa.az/cis-countries/kremlin-upcoming-talks-will-decide-recognition-of-russia-ukraine-territorial-realities-484900
1276600630	20251127	202511	2025	2025.8959	LEG	PARLIAMENT						LEG			GOV	MINIST						GOV			1	160	160	16	4	-4.0	10	1	10	-5.38116591928251	0								0								0								20251128103000	https://bulawayo24.com/index-id-news-sc-national-byo-260043.html
1276600631	20251128	202511	2025	2025.8986											ARMOPP	ARMENIAN	ARM					OPP			0	040	040	04	1	1.0	6	1	6	4.1060291060291	0								4	Yerevan, Yerevan*, Armenia	AM	AM11	4936	40.1811	44.5136	-2325645	4	Yerevan, Yerevan*, Armenia	AM	AM11	4936	40.1811	44.5136	-2325645	20251128103000	https://en.apa.az/foreign-policy/we-will-explore-new-opportunities-that-will-be-useful-for-the-eu-on-the-path-to-complete-peace-with-azerbaijan-and-armenia-joint-interview-with-magdalena-grono-to-apa-and-armenpress-484898
1276600632	20251128	202511	2025	2025.8986											AUS	AUSTRALIA	AUS								0	190	190	19	4	-10.0	10	1	10	-5.09461426491994	0								4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	20251128103000	https://economictimes.indiatimes.com/news/company/corporate-trends/court-bars-carmicheal-mine-opponent-from-pursuing-adanis-confidential-data/articleshow/125634542.cms
1276600633	20251128	202511	2025	2025.8986											AZE	BAKU	AZE								0	046	046	04	1	7.0	2	1	2	0	0								1	Kazakhstan	KZ	KZ		48	68	KZ	1	Kazakhstan	KZ	KZ		48	68	KZ	20251128103000	https://en.apa.az/media/baku-hosted-7th-meeting-of-ministers-in-charge-of-media-and-information-of-ots-communique-adopted-updated-484872
1276600634	20251128	202511	2025	2025.8986											AZECVL	AZERBAIJAN	AZE					CVL			1	042	042	04	1	1.9	4	1	4	-6.57894736842105	0								1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	20251128103000	https://en.apa.az/social/azerbaijan-relocates-55-more-returnees-to-girmizi-bazar-settlement-in-khojavend-photo-484905
1276600635	20251128	202511	2025	2025.8986											BGRGOV	BULGARIA	BGR					GOV			1	040	040	04	1	1.0	2	1	2	-2.85714285714285	0								4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	20251128103000	https://www.novinite.com/articles/235679/Bulgaria:+Budget+2026+Not+Withdrawn,+Awaiting+Corrections+in+Parliament
1276600636	20251128	202511	2025	2025.8986											BMUGOV	ALEX SCOTT	BMU					GOV			0	043	043	04	1	2.8	3	1	3	-2.70812437311935	0								1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20251128103000	https://www.dailymail.co.uk/tvshowbiz/article-15333953/gemma-collins-threatens-sue-itv-damages-im-celeb.html
1276600637	20251128	202511	2025	2025.8986											BUS	BUSINESS						BUS			0	036	036	03	1	4.0	3	1	3	7.03517587939698	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20251128103000	https://aninews.in/news/world/asia/five-indian-start-ups-win-uae-launch-through-cepa-councils-flagship-innovation-programme20251128153938/
1276600638	20251128	202511	2025	2025.8986											BUS	BUSINESS						BUS			0	036	036	03	1	4.0	2	1	2	7.03517587939698	0								4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	20251128103000	https://aninews.in/news/world/asia/five-indian-start-ups-win-uae-launch-through-cepa-councils-flagship-innovation-programme20251128153938/
1276600639	20251128	202511	2025	2025.8986											BUS	BUSINESS						BUS			0	042	042	04	1	1.9	5	1	5	7.03517587939698	0								4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	20251128103000	https://aninews.in/news/world/asia/five-indian-start-ups-win-uae-launch-through-cepa-councils-flagship-innovation-programme20251128153938/
1276600640	20251128	202511	2025	2025.8986											BUS	COMPANY						BUS			1	042	042	04	1	1.9	10	1	10	2.7542372881356	0								1	Kuwait	KU	KU		29.5	47.75	KU	1	Kuwait	KU	KU		29.5	47.75	KU	20251128103000	https://finance.yahoo.com/news/black-friday-sale-3-magnificent-090300284.html
1276600641	20251128	202511	2025	2025.8986											BUS	BANK						BUS			1	043	043	04	1	2.8	10	1	10	5.39325842696629	0								4	Stockport, Stockport, United Kingdom	UK	UKN2	40111	53.4	-2.15	-2608770	4	Stockport, Stockport, United Kingdom	UK	UKN2	40111	53.4	-2.15	-2608770	20251128103000	https://www.northwichguardian.co.uk/news/25656903.neighbourhood-weekender-returns-warrington-2026/
1276600642	20251128	202511	2025	2025.8986											BUS	BUSINESS						BUS			0	060	060	06	2	6.0	5	1	5	7.03517587939698	0								4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	20251128103000	https://aninews.in/news/world/asia/five-indian-start-ups-win-uae-launch-through-cepa-councils-flagship-innovation-programme20251128153938/
1276600643	20251128	202511	2025	2025.8986											BUS	INVESTOR						BUS			1	060	060	06	2	6.0	10	1	10	-1.72910662824207	0								2	Alaska, United States	US	USAK		61.385	-152.268	AK	2	Alaska, United States	US	USAK		61.385	-152.268	AK	20251128103000	https://www.decaturdaily.com/business/federal-agency-boosts-size-of-most-single-family-loans-the-government-can-guarantee-to-832/article_cd9274c6-7b49-4c6d-a5d0-e26e257184a4.html
1276600644	20251128	202511	2025	2025.8986											BUS	INDUSTRY						BUS			0	130	130	13	3	-4.4	5	1	5	-2.43654822335025	0								2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20251128103000	https://bankerandtradesman.com/are-buyers-agents-an-endangered-real-estate-species/
1276600645	20251128	202511	2025	2025.8986											CAN	CANADA	CAN								0	112	112	11	3	-2.0	2	1	2	-0.36057692307692	0								1	United States	US	US		39.828175	-98.5795	US	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20251128103000	https://www.therecord.com/politics/political-opinion/mark-carney-donald-trump-alberta/article_ac6fb626-d91a-56f6-b8b5-59b4cdfab27b.html
1276600646	20251128	202511	2025	2025.8986											COP	POLICE						COP			0	0253	025	02	1	-0.3	10	1	10	-6.38297872340425	0								4	Shiv, Rajasthan, India	IN	IN24	17848	26.1833	71.25	-2111141	4	Shiv, Rajasthan, India	IN	IN24	17848	26.1833	71.25	-2111141	20251128103000	https://www.thehitavada.com/Encyc/2025/11/28/how-long-will-police-conduct-inquiry-into-death-of-disha-salian-asks-bombay-hc.html
1276600647	20251128	202511	2025	2025.8986											COP	POLICE						COP			1	040	040	04	1	1.0	4	1	4	0.717703349282297	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20251128103000	https://economictimes.indiatimes.com/news/new-updates/delhi-police-constable-exam-date-2025-check-full-schedule-admit-card-details-and-how-to-download/articleshow/125633798.cms
1276600648	20251128	202511	2025	2025.8986											COP	POLICE						COP			1	042	042	04	1	1.9	10	1	10	-8.46774193548387	0								4	Las Palmas, Canarias, Spain	SP	SP53	25789	28.0997	-15.4134	-388528	4	Las Palmas, Canarias, Spain	SP	SP53	25789	28.0997	-15.4134	-388528	20251128103000	https://www.irishnews.com/news/northern-ireland/man-wanted-in-northern-ireland-for-four-years-over-child-sex-offences-extradited-from-spain-NUWYSQMJ6NBBFNZIDSH5WOYCDE/
1276600649	20251128	202511	2025	2025.8986											COP	POLICE						COP			0	080	080	08	2	5.0	6	1	6	-6.38297872340425	0								4	Shiv, Rajasthan, India	IN	IN24	17848	26.1833	71.25	-2111141	4	Shiv, Rajasthan, India	IN	IN24	17848	26.1833	71.25	-2111141	20251128103000	https://www.thehitavada.com/Encyc/2025/11/28/how-long-will-police-conduct-inquiry-into-death-of-disha-salian-asks-bombay-hc.html
1276600650	20251128	202511	2025	2025.8986											COP	POLICE POST						COP			1	173	173	17	4	-5.0	1	1	1	-4.16666666666667	0								4	Tanahun, Nepal (general), Nepal	NP	NP00	22364	28.0417	84.3527	-1022676	4	Ramkot, Uttar Pradesh, India	IN	IN36	17938	27.55	80.5833	-2108943	20251128103000	https://thehimalayantimes.com/kathmandu/five-arrested-with-firearms-in-kathmandu
1276600651	20251128	202511	2025	2025.8986											COP	POLICE						COP			1	173	173	17	4	-5.0	10	1	10	-8.46774193548387	0								4	Las Palmas, Canarias, Spain	SP	SP53	25789	28.0997	-15.4134	-388528	4	Las Palmas, Canarias, Spain	SP	SP53	25789	28.0997	-15.4134	-388528	20251128103000	https://www.irishnews.com/news/northern-ireland/man-wanted-in-northern-ireland-for-four-years-over-child-sex-offences-extradited-from-spain-NUWYSQMJ6NBBFNZIDSH5WOYCDE/
1276600652	20251128	202511	2025	2025.8986											COPGOV	DEPUTY						COP	GOV		0	040	040	04	1	1.0	6	1	6	2.45700245700245	0								1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	20251128103000	https://en.apa.az/foreign-policy/azerbaijan-and-uae-hold-first-meeting-of-cooperation-committee-on-comprehensive-strategic-partnership-484901
1276600653	20251128	202511	2025	2025.8986											COPGOV	DEPUTY						COP	GOV		0	046	046	04	1	7.0	6	1	6	2.45700245700245	0								1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	20251128103000	https://en.apa.az/foreign-policy/azerbaijan-and-uae-hold-first-meeting-of-cooperation-committee-on-comprehensive-strategic-partnership-484901
1276600654	20251128	202511	2025	2025.8986											CRM	BANDIT						CRM			0	050	050	05	1	3.5	10	1	10	-4.76575121163167	0								4	Tinubu, Lagos, Nigeria	NI	NI05	191300	6.51667	3.36667	-2027738	4	Tinubu, Lagos, Nigeria	NI	NI05	191300	6.51667	3.36667	-2027738	20251128103000	https://www.opinionnigeria.com/tinubus-state-of-emergency-drawbacks-and-concerns-by-abdulkadir-salaudeen/
1276600655	20251128	202511	2025	2025.8986											CVL	COMMUNITY						CVL			1	036	036	03	1	4.0	5	1	5	-3.91872278664731	0								4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	20251128103000	https://www.irishnews.com/news/northern-ireland/rise-of-belfast-vigilante-groups-putting-women-at-greater-risk-I2BLCLNZ5JBE3FTZOODABLN4CQ/
1276600656	20251128	202511	2025	2025.8986											CVL	TOURIST						CVL			1	036	036	03	1	4.0	10	1	10	5.78034682080925	0								1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20251128103000	https://www.yovizag.com/indias-longest-glass-bridge-to-on-dec-1st-in-visakhapatnam-see-pics/
1276600657	20251128	202511	2025	2025.8986											CVL	RESIDENTS						CVL			1	040	040	04	1	1.0	1	1	1	-0.64516129032258	0								4	Lydney, Gloucestershire, United Kingdom	UK	UKE6	40109	51.7269	-2.53083	-2602317	4	Lydney, Gloucestershire, United Kingdom	UK	UKE6	40109	51.7269	-2.53083	-2602317	20251128103000	https://nuclear-news.net/2025/11/28/2-b1-oldbury-nuclear-reactor-plans-spark-safety-concerns-at-lydney-meeting/
1276600658	20251128	202511	2025	2025.8986											CVL	RESIDENTS						CVL			1	040	040	04	1	1.0	10	1	10	-3.21428571428571	0								4	Mihama, Japan (general), Japan	JA	JA00	36481	35.6333	140.06	9259419	4	Mihama, Japan (general), Japan	JA	JA00	36481	35.6333	140.06	9259419	20251128103000	https://www.japantimes.co.jp/news/2025/11/28/japan/crime-legal/court-rejection-injunctions-mihama-takahama/
1276600659	20251128	202511	2025	2025.8986											CVL	SETTLEMENT						CVL			1	042	042	04	1	1.9	6	1	6	-6.57894736842105	0								1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	20251128103000	https://en.apa.az/social/azerbaijan-relocates-55-more-returnees-to-girmizi-bazar-settlement-in-khojavend-photo-484905
1276600660	20251128	202511	2025	2025.8986											CVL	TENANTS						CVL			1	043	043	04	1	2.8	3	1	3	-1.08910891089109	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20251128103000	https://www.dailymail.co.uk/money/buytolet/article-15334301/Tenants-expect-higher-monthly-rents-thanks-tax-hikes-landlords-Budget.html
1276600661	20251128	202511	2025	2025.8986											CVL	RESIDENTS						CVL			1	043	043	04	1	2.8	1	1	1	-0.64516129032258	0								4	Lydney, Gloucestershire, United Kingdom	UK	UKE6	40109	51.7269	-2.53083	-2602317	4	Lydney, Gloucestershire, United Kingdom	UK	UKE6	40109	51.7269	-2.53083	-2602317	20251128103000	https://nuclear-news.net/2025/11/28/2-b1-oldbury-nuclear-reactor-plans-spark-safety-concerns-at-lydney-meeting/
1276600662	20251128	202511	2025	2025.8986											CVL	RESIDENTS						CVL			1	046	046	04	1	7.0	1	1	1	-0.64516129032258	0								4	Lydney, Gloucestershire, United Kingdom	UK	UKE6	40109	51.7269	-2.53083	-2602317	4	Lydney, Gloucestershire, United Kingdom	UK	UKE6	40109	51.7269	-2.53083	-2602317	20251128103000	https://nuclear-news.net/2025/11/28/2-b1-oldbury-nuclear-reactor-plans-spark-safety-concerns-at-lydney-meeting/
1276600663	20251128	202511	2025	2025.8986											EDU	COLLEGE						EDU			0	051	051	05	1	3.4	5	1	5	-0.36496350364963	0								2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	20251128103000	https://www.pbcommercial.com/news/2025/nov/28/partners-work-to-address-pfas/
1276600664	20251128	202511	2025	2025.8986											ESP	SPAIN	ESP								0	084	084	08	2	7.0	4	1	4	-7.9479768786127	0								1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20251128103000	https://www.thetimes.com/world/europe/article/pedro-sanchez-corruption-trial-jose-luis-abalos-ztxghm369
1276600665	20251128	202511	2025	2025.8986											ESP	SPAIN	ESP								0	112	112	11	3	-2.0	4	1	4	-8.87372013651873	0								4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20251128103000	https://www.surinenglish.com/spain/former-spanish-minister-abalos-and-exadviser-koldo-20251128104424-nt.html
1276600666	20251128	202511	2025	2025.8986											ESPLEG	SPANISH	ESP					LEG			0	042	042	04	1	1.9	6	1	6	-7.9479768786127	0								1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20251128103000	https://www.thetimes.com/world/europe/article/pedro-sanchez-corruption-trial-jose-luis-abalos-ztxghm369
1276600667	20251128	202511	2025	2025.8986											GBR	EDINBURGH	GBR								1	036	036	03	1	4.0	10	1	10	4.06189555125725	0								4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	20251128103000	https://www.irishnews.com/news/business/revolver-bid-launched-to-bring-scottish-hospitality-brand-to-belfast-city-centre-for-new-136-bed-hostel-GSGBQLJEKZB65LZJ2DSWG4NGZA/
1276600668	20251128	202511	2025	2025.8986											GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	2	1	2	4.06189555125725	0								4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	20251128103000	https://www.irishnews.com/news/business/revolver-bid-launched-to-bring-scottish-hospitality-brand-to-belfast-city-centre-for-new-136-bed-hostel-GSGBQLJEKZB65LZJ2DSWG4NGZA/
1276600669	20251128	202511	2025	2025.8986											GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	4	1	4	1.76991150442478	0								4	Carryduff, United Kingdom (general), United Kingdom	UK	UK00	40158	54.5	-5.93333	-2591944	4	Carryduff, United Kingdom (general), United Kingdom	UK	UK00	40158	54.5	-5.93333	-2591944	20251128103000	https://www.irishnews.com/news/northern-ireland/local-teacher-hopes-to-raise-15000-for-medics-on-gaza-strip-3257WMDGN5AHZE7DBTFFWXBNAE/
1276600670	20251128	202511	2025	2025.8986											GBR	UNITED KINGDOM	GBR								0	043	043	04	1	2.8	3	1	3	-4.30925221799746	0								4	Coulport, Argyll and Bute, United Kingdom	UK	UKT8	40176	56.05	-4.88333	-2593357	4	Coulport, Argyll and Bute, United Kingdom	UK	UKT8	40176	56.05	-4.88333	-2593357	20251128103000	https://nuclear-news.net/2025/11/28/2-b1-navy-made-legal-threats-to-try-and-keep-nuclear-pollution-secret/
1276600671	20251128	202511	2025	2025.8986											GBR	MANCHESTER	GBR								1	043	043	04	1	2.8	1	1	1	5.39325842696629	0								4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	4	Stockport, Stockport, United Kingdom	UK	UKN2	40111	53.4	-2.15	-2608770	20251128103000	https://www.northwichguardian.co.uk/news/25656903.neighbourhood-weekender-returns-warrington-2026/
1276600672	20251128	202511	2025	2025.8986											GBR	UNITED KINGDOM	GBR								1	046	046	04	1	7.0	8	1	8	-0.64516129032258	0								4	Lydney, Gloucestershire, United Kingdom	UK	UKE6	40109	51.7269	-2.53083	-2602317	4	Lydney, Gloucestershire, United Kingdom	UK	UKE6	40109	51.7269	-2.53083	-2602317	20251128103000	https://nuclear-news.net/2025/11/28/2-b1-oldbury-nuclear-reactor-plans-spark-safety-concerns-at-lydney-meeting/
1276600673	20251128	202511	2025	2025.8986											GBRIMY	ISLE OF MAN	GBR								1	173	173	17	4	-5.0	5	1	5	9.6311475409836	0								0								0								20251128103000	https://www.manxradio.com/news/isle-of-man-business/2025-year-of-stamps-marked-through-isle-of-man-year-collections/
1276600674	20251128	202511	2025	2025.8986											GOV	PRIME MINISTER						GOV			1	040	040	04	1	1.0	6	1	6	-2.85714285714285	0								4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	20251128103000	https://www.novinite.com/articles/235679/Bulgaria:+Budget+2026+Not+Withdrawn,+Awaiting+Corrections+in+Parliament
1276600675	20251128	202511	2025	2025.8986											GOV	COMMERCE SECRETARY						GOV			1	046	046	04	1	7.0	5	1	5	5.88235294117648	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20251128103000	https://economictimes.indiatimes.com/news/defence/india-us-sign-rs-7995-cr-agreement-for-navys-mh-60r-helicopter-fleet-support-defence-ministry/articleshow/125634826.cms
1276600676	20251128	202511	2025	2025.8986											GOV	GOVERNOR						GOV			1	190	190	19	4	-10.0	6	1	6	0.40387722132472	0								2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	20251128103000	https://www.theguardian.com/us-news/2025/nov/28/potential-democratic-2028-presidential-contenders
1276600677	20251128	202511	2025	2025.8986											GOVMIL	DEFENCE MINIST						GOV	MIL		1	057	057	05	1	8.0	5	1	5	5.88235294117648	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20251128103000	https://economictimes.indiatimes.com/news/defence/india-us-sign-rs-7995-cr-agreement-for-navys-mh-60r-helicopter-fleet-support-defence-ministry/articleshow/125634826.cms
1276600678	20251128	202511	2025	2025.8986											IND	AHMEDABAD	IND								1	036	036	03	1	4.0	5	1	5	5.02958579881657	0								4	Ahmedabad, Gujarat, India	IN	IN09	17644	23.0333	72.6167	-2088270	4	Ahmedabad, Gujarat, India	IN	IN09	17644	23.0333	72.6167	-2088270	20251128103000	http://www.taiwansun.com/news/278727973/congratulations-to-ahmedabad-this-event-will-enhance-tourism-in-india-gajendra-singh-shekhawat-on-india-hosting-cwg-2030
1276600679	20251128	202511	2025	2025.8986											IND	AHMEDABAD	IND								1	036	036	03	1	4.0	1	1	1	5.02958579881657	0								4	Ahmedabad, Gujarat, India	IN	IN09	17644	23.0333	72.6167	-2088270	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20251128103000	http://www.taiwansun.com/news/278727973/congratulations-to-ahmedabad-this-event-will-enhance-tourism-in-india-gajendra-singh-shekhawat-on-india-hosting-cwg-2030
1276600680	20251128	202511	2025	2025.8986											IND	MUMBAI	IND								1	036	036	03	1	4.0	6	1	6	-0.914634146341464	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20251128103000	https://www.thehitavada.com/Encyc/2025/11/28/bac-meet-on-december-1-to-finalise-winter-session-agenda.html
